id_pedido,fecha_solicitud,id_cliente,peso,volumen,fecha_entrega
450054020,2023-01-17,C0000261,60.53,0.4177,2023-01-19
450054031,2025-04-25,C0000264,11.43,0.0576,2025-04-26
450054049,2023-01-26,C0000183,103.65,0.4540,2023-01-27
450054065,2023-02-04,C0000290,75.71,0.3634,2023-02-05
450054116,2025-04-13,C0000061,38.06,0.3768,2025-04-14
450054132,2023-12-04,C0000025,9.00,0.0697,2023-12-07
450054138,2024-10-29,C0000219,15.38,0.0794,2024-10-30
450054154,2023-02-10,C0000014,26.41,0.1965,2023-02-11
450054202,2023-05-07,C0000155,105.53,0.6268,2023-05-09
450054209,2023-07-31,C0000094,18.72,0.0809,2023-08-01
450054252,2024-08-11,C0000022,49.40,0.3438,2024-08-13
450054259,2023-01-31,C0000062,142.98,0.7549,2023-02-02
450054268,2025-04-11,C0000299,133.96,0.8681,2025-04-13
450054301,2025-05-20,C0000156,84.08,0.5246,2025-05-21
450054309,2023-12-08,C0000025,118.15,0.8648,2023-12-09
450054314,2024-02-05,C0000102,98.62,0.4852,2024-02-06
450054334,2023-04-09,C0000167,147.17,0.7947,2023-04-11
450054335,2025-01-01,C0000071,99.18,0.6724,2025-01-02
450054347,2025-01-31,C0000273,63.92,0.3912,2025-02-01
450054351,2024-09-01,C0000273,32.66,0.2390,2024-09-02
450054364,2023-09-26,C0000180,34.66,0.1560,2023-09-28
450054414,2023-01-09,C0000077,13.55,0.0732,2023-01-10
450054477,2024-09-10,C0000275,114.95,0.8001,2024-09-11
450054491,2025-02-15,C0000267,40.64,0.2292,2025-02-16
450054494,2025-05-10,C0000264,59.20,0.2984,2025-05-11
450054497,2024-07-26,C0000142,74.67,0.4436,2024-08-05
450054538,2023-12-15,C0000050,68.79,0.3508,2023-12-16
450054541,2023-03-19,C0000111,52.96,0.2478,2023-03-21
450054608,2024-08-12,C0000127,10.92,0.0563,2024-08-14
450054620,2024-06-05,C0000021,39.08,0.2931,2024-06-07
450054634,2023-01-15,C0000267,166.85,1.0011,2023-01-17
450054669,2023-07-24,C0000274,140.34,0.9178,2023-07-26
450054690,2023-06-22,C0000044,48.32,0.2174,2023-06-24
450054789,2025-02-24,C0000276,118.40,0.8809,2025-02-25
450054813,2023-03-20,C0000289,43.40,0.2031,2023-03-21
450054816,2025-03-18,C0000280,63.54,1.0652,2025-03-19
450054823,2023-10-20,C0000242,54.58,0.3897,2023-10-22
450054825,2023-12-09,C0000173,43.56,0.2431,2023-12-11
450054832,2025-04-10,C0000293,112.49,0.5467,2025-04-11
450054833,2024-09-25,C0000256,4.31,0.0279,2024-09-28
450054861,2024-02-17,C0000162,98.74,0.6043,2024-02-19
450054874,2024-12-27,C0000002,120.18,0.8364,2024-12-28
450054878,2023-06-07,C0000209,134.15,0.9579,2023-06-08
450054882,2024-07-03,C0000254,97.76,0.4692,2024-07-05
450054892,2023-09-01,C0000127,14.93,0.0699,2023-09-02
450054895,2023-06-04,C0000077,31.24,0.1574,2023-06-05
450054984,2023-03-14,C0000262,54.61,0.3113,2023-03-15
450054987,2025-05-20,C0000212,86.19,0.5740,2025-05-24
450055021,2025-02-17,C0000280,83.16,0.5938,2025-02-19
450055055,2023-08-02,C0000015,93.11,0.5196,2023-08-04
450055074,2024-10-17,C0000132,19.24,0.1016,2024-10-19
450055118,2023-06-16,C0000255,114.76,0.8125,2023-06-20
450055133,2023-09-04,C0000289,42.75,0.1949,2023-09-06
450055149,2024-06-09,C0000039,72.78,0.4847,2024-06-10
450055158,2023-10-04,C0000180,69.90,0.4404,2023-10-06
450055170,2024-10-03,C0000063,23.00,0.1338,2024-10-05
450055171,2023-06-19,C0000200,4.55,0.0298,2023-06-20
450055236,2023-09-18,C0000147,113.15,0.5838,2023-09-20
450055246,2024-03-27,C0000036,27.11,0.1952,2024-03-29
450055283,2023-05-11,C0000045,58.03,0.2820,2023-05-13
450055289,2024-01-07,C0000300,36.50,0.1599,2024-01-08
450055293,2023-05-06,C0000002,32.72,0.1413,2023-05-08
450055334,2024-12-13,C0000020,33.59,0.1673,2024-12-15
450055335,2023-04-06,C0000257,75.71,0.4088,2023-04-07
450055387,2024-04-06,C0000195,50.02,0.2131,2024-04-07
450055405,2023-12-27,C0000008,18.20,0.1092,2023-12-28
450055423,2024-01-03,C0000260,123.14,0.6945,2024-01-05
450055473,2024-07-29,C0000042,102.91,0.6545,2024-07-30
450055489,2023-05-12,C0000210,44.67,0.2225,2023-05-14
450055495,2023-09-22,C0000167,50.18,0.2921,2023-09-24
450055505,2024-09-20,C0000189,4.38,0.0268,2024-09-23
450055528,2023-08-26,C0000246,46.31,0.3473,2023-08-27
450055542,2023-09-13,C0000160,124.58,0.6877,2023-09-15
450055561,2025-02-15,C0000263,11.70,0.0899,2025-02-16
450055582,2024-04-04,C0000217,21.12,0.0963,2024-04-07
450055589,2024-12-14,C0000120,109.48,0.7292,2024-12-16
450055590,2023-03-22,C0000067,57.33,0.2545,2023-03-24
450055610,2024-06-20,C0000228,66.05,0.4597,2024-06-21
450055641,2023-03-29,C0000155,13.10,0.0786,2023-03-31
450055671,2023-01-29,C0000171,83.27,0.4896,2023-01-30
450055672,2024-01-07,C0000070,7.07,0.0449,2024-01-08
450055687,2023-02-26,C0000278,8.27,0.0987,2023-03-02
450055699,2024-05-12,C0000257,51.29,0.2954,2024-05-14
450055707,2024-01-08,C0000078,98.27,0.7558,2024-01-09
450055739,2025-05-05,C0000256,97.34,0.6191,2025-05-07
450055746,2024-09-06,C0000012,153.00,0.9547,2024-09-07
450055755,2023-06-10,C0000111,3.12,0.0204,2023-06-11
450055768,2023-09-04,C0000279,106.26,0.4973,2023-09-06
450055786,2024-04-07,C0000059,108.26,0.6756,2024-04-09
450055809,2023-11-24,C0000009,35.50,0.1704,2023-11-27
450055859,2023-09-27,C0000183,10.85,0.0820,2023-09-28
450055865,2023-10-15,C0000062,48.36,0.2553,2023-10-17
450055868,2024-10-06,C0000027,108.23,0.5585,2024-10-08
450055869,2024-03-20,C0000030,144.80,0.6864,2024-03-21
450055871,2023-02-04,C0000091,13.27,0.0700,2023-02-06
450055914,2023-09-25,C0000289,22.64,0.3105,2023-09-27
450055939,2024-11-25,C0000130,134.23,0.7168,2024-11-26
450055945,2024-10-01,C0000077,110.74,0.6312,2024-10-02
450055969,2025-04-17,C0000268,35.15,0.1962,2025-04-20
450055988,2023-07-28,C0000271,6.49,0.1084,2023-07-30
450055999,2023-05-12,C0000229,1.39,0.0068,2023-05-14
450056021,2025-01-10,C0000298,58.25,0.2971,2025-01-11
450056029,2023-10-22,C0000285,114.74,0.7848,2023-10-23
450056051,2024-01-18,C0000286,46.38,0.2783,2024-01-20
450056073,2023-04-11,C0000260,25.74,0.1498,2023-04-14
450056091,2025-02-14,C0000188,67.39,0.3114,2025-02-15
450056111,2023-05-01,C0000010,36.47,0.1860,2023-05-04
450056121,2025-06-09,C0000029,48.58,0.2536,2025-06-11
450056132,2025-04-03,C0000285,90.89,0.4962,2025-04-04
450056135,2024-04-26,C0000029,29.56,0.1312,2024-04-27
450056199,2025-06-27,C0000149,130.65,0.9877,2025-06-29
450056231,2024-08-16,C0000107,8.99,0.0518,2024-08-19
450056243,2025-03-26,C0000224,132.81,0.8287,2025-03-28
450056279,2023-08-13,C0000166,99.68,0.5024,2023-08-15
450056280,2024-08-11,C0000003,120.72,0.5722,2024-08-13
450056287,2023-10-03,C0000012,116.56,0.7903,2023-10-04
450056301,2024-03-02,C0000038,83.75,0.3920,2024-03-03
450056308,2023-10-27,C0000142,69.96,0.3568,2023-10-28
450056330,2023-10-14,C0000228,14.37,0.2738,2023-10-16
450056341,2024-11-15,C0000208,106.43,0.6322,2024-11-16
450056344,2024-08-31,C0000259,34.61,0.6593,2024-09-01
450056351,2023-05-28,C0000290,179.33,1.1513,2023-05-29
450056376,2023-01-16,C0000237,61.10,0.9921,2023-01-18
450056398,2025-03-19,C0000157,28.95,0.1633,2025-03-20
450056431,2024-10-26,C0000164,7.82,0.1136,2024-10-28
450056467,2024-03-04,C0000224,59.13,0.2554,2024-03-05
450056495,2023-12-22,C0000243,24.32,0.1284,2023-12-23
450056503,2025-06-09,C0000052,1.58,0.0105,2025-06-10
450056509,2023-01-13,C0000194,109.84,0.6788,2023-01-14
450056527,2023-06-24,C0000103,34.10,0.1555,2023-06-25
450056529,2023-03-29,C0000277,27.17,0.3945,2023-03-31
450056572,2023-03-16,C0000288,69.19,0.3321,2023-03-18
450056576,2023-04-22,C0000078,10.82,0.0506,2023-04-25
450056622,2023-08-29,C0000098,130.41,0.7512,2023-08-30
450056626,2024-10-19,C0000232,140.42,0.6066,2024-10-21
450056649,2023-10-02,C0000299,32.65,0.1391,2023-10-05
450056672,2024-07-18,C0000276,151.48,1.1270,2024-07-20
450056692,2025-06-07,C0000007,75.26,0.4516,2025-06-09
450056717,2023-01-01,C0000094,70.84,0.3825,2023-01-02
450056719,2025-02-27,C0000212,93.59,0.4380,2025-02-28
450056732,2023-05-06,C0000057,110.50,0.5702,2023-05-08
450056746,2025-03-03,C0000210,50.83,0.3294,2025-03-05
450056757,2023-10-23,C0000254,29.47,0.1821,2023-10-26
450056765,2024-02-24,C0000099,38.43,0.1891,2024-02-26
450056805,2025-01-16,C0000251,48.98,0.6877,2025-01-18
450056884,2023-10-02,C0000168,30.03,0.2090,2023-10-03
450056894,2024-11-20,C0000038,90.18,0.6114,2024-11-22
450056913,2024-01-14,C0000116,121.58,0.7660,2024-01-16
450056924,2025-06-02,C0000155,126.18,0.9236,2025-06-03
450056931,2025-03-24,C0000070,9.99,0.0695,2025-03-26
450056940,2024-05-20,C0000151,101.63,0.5732,2024-05-21
450056943,2023-04-23,C0000275,15.68,0.0706,2023-04-26
450056956,2023-01-11,C0000225,51.20,0.3502,2023-01-13
450056966,2023-05-30,C0000180,113.81,0.6419,2023-06-01
450056994,2025-02-26,C0000267,119.40,0.5803,2025-02-28
450057011,2024-11-13,C0000261,72.27,0.4163,2024-11-14
450057018,2025-03-29,C0000220,57.19,0.3912,2025-03-30
450057023,2024-09-07,C0000118,36.82,0.2496,2024-09-09
450057030,2023-05-14,C0000284,41.89,0.1910,2023-05-16
450057034,2024-04-27,C0000085,33.95,0.2322,2024-04-29
450057035,2023-08-17,C0000105,20.39,0.1052,2023-08-19
450057041,2024-06-01,C0000159,22.83,0.3305,2024-06-02
450057108,2024-05-26,C0000075,143.90,0.7684,2024-05-28
450057111,2023-04-25,C0000272,103.66,0.6593,2023-04-27
450057150,2024-10-21,C0000043,26.76,0.1750,2024-10-24
450057173,2025-01-08,C0000287,19.32,0.1507,2025-01-11
450057234,2025-03-19,C0000257,3.06,0.0180,2025-03-28
450057252,2024-02-02,C0000072,89.06,0.5237,2024-02-04
450057277,2024-03-18,C0000014,19.47,0.1262,2024-03-21
450057289,2025-04-11,C0000154,44.81,0.2312,2025-04-12
450057297,2024-12-12,C0000251,120.58,0.5716,2024-12-13
450057300,2024-12-13,C0000024,52.29,0.2510,2024-12-14
450057305,2025-02-18,C0000239,109.34,0.6692,2025-02-19
450057325,2025-04-02,C0000264,21.44,0.1480,2025-04-05
450057372,2023-10-12,C0000139,10.95,0.0749,2023-10-13
450057402,2024-11-12,C0000106,75.12,0.4056,2024-11-13
450057417,2023-04-27,C0000049,41.41,0.2087,2023-04-29
450057442,2024-05-16,C0000055,32.78,0.1868,2024-05-18
450057446,2023-03-09,C0000076,22.44,0.1293,2023-03-11
450057449,2024-04-08,C0000037,89.65,0.4142,2024-04-10
450057509,2024-05-17,C0000249,52.50,0.2961,2024-05-18
450057566,2023-01-01,C0000021,116.13,0.5086,2023-01-03
450057608,2023-08-26,C0000268,9.79,0.0411,2023-08-28
450057610,2025-03-16,C0000119,41.15,0.2247,2025-03-17
450057642,2024-07-28,C0000268,100.10,0.7808,2024-07-30
450057664,2025-03-15,C0000143,110.67,0.5644,2025-03-16
450057727,2024-01-27,C0000296,26.94,0.1326,2024-01-28
450057770,2024-11-18,C0000073,37.68,0.2555,2024-11-19
450057781,2025-02-20,C0000105,88.57,0.5527,2025-02-22
450057814,2025-04-04,C0000036,69.50,0.4129,2025-04-05
450057828,2025-01-07,C0000159,68.16,0.3640,2025-01-08
450057831,2024-12-29,C0000210,37.08,0.2847,2024-12-30
450057854,2024-04-23,C0000198,18.04,0.1299,2024-04-25
450057858,2023-06-05,C0000252,78.13,0.5344,2023-06-07
450057880,2024-04-28,C0000298,67.23,0.4074,2024-04-29
450057933,2023-04-22,C0000284,9.69,0.0413,2023-04-25
450057950,2025-05-13,C0000024,31.90,0.1340,2025-05-14
450057965,2024-05-08,C0000080,31.63,0.1917,2024-05-18
450057983,2025-02-23,C0000244,57.02,0.3866,2025-02-24
450058008,2024-03-30,C0000142,90.15,0.5355,2024-03-31
450058014,2023-08-16,C0000180,154.00,0.7854,2023-08-17
450058021,2023-04-14,C0000027,13.19,0.0783,2023-04-16
450058022,2024-12-16,C0000217,89.38,0.4290,2024-12-17
450058035,2023-05-06,C0000106,77.06,0.4485,2023-05-08
450058068,2024-01-06,C0000266,106.40,0.7597,2024-01-08
450058106,2023-09-06,C0000296,85.33,0.3584,2023-09-08
450058135,2023-08-04,C0000072,111.21,0.4938,2023-08-06
450058254,2024-10-11,C0000297,57.33,0.3612,2024-10-13
450058255,2025-05-10,C0000256,72.24,0.4464,2025-05-11
450058270,2023-02-16,C0000289,51.40,0.3423,2023-02-19
450058282,2024-08-17,C0000216,76.86,0.5764,2024-08-19
450058298,2023-10-25,C0000026,62.24,0.4855,2023-10-26
450058303,2024-08-18,C0000271,27.69,0.1795,2024-08-20
450058304,2024-04-21,C0000029,1.72,0.0128,2024-04-23
450058316,2025-01-18,C0000273,129.23,0.6436,2025-01-19
450058330,2024-01-11,C0000255,79.34,0.4856,2024-01-12
450058370,2023-11-19,C0000086,125.25,0.5937,2023-11-21
450058422,2023-07-09,C0000296,58.91,0.4029,2023-07-10
450058481,2023-06-12,C0000210,106.49,0.5750,2023-06-13
450058483,2025-05-05,C0000290,131.77,0.7115,2025-05-06
450058486,2025-04-26,C0000121,15.95,0.0986,2025-04-29
450058493,2025-01-09,C0000190,7.85,0.0419,2025-01-10
450058498,2025-06-29,C0000252,21.09,0.1177,2025-07-02
450058508,2024-03-17,C0000165,119.24,0.6654,2024-03-18
450058513,2024-08-02,C0000177,74.97,0.4498,2024-08-04
450058514,2023-03-18,C0000172,108.24,0.4676,2023-03-20
450058605,2023-06-07,C0000261,16.34,0.0882,2023-06-09
450058606,2024-12-21,C0000039,30.52,0.4835,2024-12-22
450058609,2025-04-04,C0000207,129.70,0.7782,2025-04-06
450058617,2023-08-19,C0000276,133.36,0.5601,2023-08-21
450058627,2023-06-20,C0000290,99.07,0.5409,2023-06-22
450058632,2024-12-22,C0000124,39.22,0.1835,2024-12-23
450058656,2024-06-30,C0000268,12.13,0.0706,2024-07-03
450058673,2025-06-18,C0000127,107.85,0.6083,2025-06-19
450058687,2023-04-02,C0000172,14.94,0.0690,2023-04-03
450058699,2023-07-18,C0000286,27.58,0.1456,2023-07-21
450058747,2024-11-23,C0000003,30.48,0.5120,2024-11-25
450058782,2024-01-08,C0000233,98.48,0.5199,2024-01-10
450058787,2023-10-01,C0000053,126.52,0.9413,2023-10-02
450058797,2023-08-19,C0000288,94.22,0.4523,2023-08-28
450058824,2024-07-05,C0000070,143.42,0.9208,2024-07-06
450058829,2023-12-07,C0000243,142.51,0.8465,2023-12-09
450058852,2025-02-26,C0000165,83.95,0.4231,2025-02-27
450058853,2023-06-29,C0000044,107.58,0.6519,2023-07-01
450058857,2023-07-07,C0000165,71.19,0.5967,2023-07-09
450058869,2024-08-23,C0000263,40.43,0.2183,2024-08-26
450058985,2025-01-16,C0000149,55.96,0.2921,2025-01-17
450058988,2024-08-20,C0000190,105.88,0.6670,2024-08-22
450058996,2025-03-08,C0000020,87.86,0.5114,2025-03-10
450059005,2024-06-27,C0000059,136.02,0.6039,2024-06-29
450059043,2024-04-30,C0000154,52.67,0.2497,2024-05-01
450059044,2023-09-11,C0000262,88.67,1.0810,2023-09-12
450059077,2025-02-06,C0000061,89.44,0.4508,2025-02-07
450059085,2023-06-17,C0000196,47.55,0.2654,2023-06-18
450059128,2023-05-25,C0000201,11.28,0.0785,2023-05-27
450059177,2023-11-22,C0000297,60.84,0.2920,2023-11-23
450059200,2024-08-27,C0000274,63.98,0.5030,2024-08-29
450059201,2023-01-04,C0000281,61.83,0.4785,2023-01-05
450059208,2023-09-12,C0000081,43.17,0.2720,2023-09-13
450059209,2024-07-29,C0000159,54.48,0.2517,2024-07-31
450059231,2023-08-03,C0000017,30.71,0.1400,2023-08-04
450059235,2023-09-05,C0000164,108.65,0.7106,2023-09-06
450059253,2024-01-17,C0000139,68.60,0.5104,2024-01-18
450059276,2024-12-23,C0000039,126.69,0.6765,2024-12-25
450059283,2024-11-02,C0000190,57.96,1.1041,2024-11-03
450059298,2024-11-28,C0000278,105.49,0.7026,2024-11-29
450059331,2024-03-11,C0000295,124.72,0.8830,2024-03-12
450059340,2023-01-28,C0000246,43.71,0.3252,2023-01-30
450059342,2025-06-08,C0000164,87.44,0.4670,2025-06-09
450059344,2024-01-26,C0000288,81.62,0.9481,2024-01-27
450059360,2023-05-12,C0000288,1.38,0.0096,2023-05-14
450059382,2023-03-25,C0000138,66.32,0.3502,2023-03-26
450059384,2023-01-09,C0000278,28.88,0.5241,2023-01-16
450059395,2024-06-24,C0000273,17.38,0.0938,2024-06-25
450059435,2025-05-12,C0000299,9.35,0.0488,2025-05-14
450059538,2023-01-16,C0000062,14.40,0.2426,2023-01-17
450059539,2023-12-26,C0000028,78.78,0.4490,2023-12-28
450059593,2024-06-06,C0000051,98.21,0.5362,2024-06-08
450059599,2025-06-04,C0000045,84.30,0.5362,2025-06-06
450059605,2023-04-26,C0000101,29.00,0.1984,2023-04-29
450059627,2023-07-17,C0000264,72.66,0.3793,2023-07-19
450059628,2023-04-07,C0000248,125.83,0.9739,2023-04-09
450059635,2024-05-18,C0000248,49.81,0.3108,2024-05-19
450059639,2023-08-28,C0000214,15.33,0.0736,2023-08-29
450059647,2024-12-27,C0000219,87.02,0.4908,2024-12-28
450059680,2024-07-23,C0000224,7.78,0.0607,2024-07-26
450059708,2023-03-06,C0000251,4.07,0.0590,2023-03-09
450059725,2023-05-14,C0000001,92.36,1.0058,2023-05-15
450059744,2024-12-18,C0000126,87.19,0.3976,2024-12-20
450059748,2023-07-15,C0000081,114.58,0.5087,2023-07-17
450059750,2024-02-04,C0000019,46.91,0.2730,2024-02-06
450059758,2024-08-23,C0000194,135.32,0.7470,2024-08-24
450059769,2025-06-02,C0000002,38.39,0.2764,2025-06-05
450059788,2024-11-14,C0000151,1.47,0.0064,2024-11-16
450059790,2024-05-15,C0000270,32.89,0.1401,2024-05-18
450059820,2023-04-02,C0000196,24.16,0.1348,2023-04-05
450059834,2024-05-08,C0000169,2.60,0.0137,2024-05-11
450059869,2024-05-10,C0000230,121.84,0.9503,2024-05-12
450059885,2025-03-19,C0000286,96.85,0.6915,2025-03-20
450059887,2023-04-25,C0000134,110.19,0.7603,2023-04-26
450059888,2023-02-13,C0000262,81.50,0.4156,2023-02-14
450059899,2024-06-18,C0000043,12.94,0.0761,2024-06-19
450059922,2025-03-14,C0000059,125.40,0.9029,2025-03-15
450059923,2023-05-29,C0000083,138.51,0.6399,2023-05-30
450059924,2024-01-14,C0000264,134.78,0.6793,2024-01-16
450059938,2023-02-22,C0000267,82.68,0.4663,2023-03-02
450059940,2023-12-15,C0000052,36.85,0.1857,2023-12-16
450059951,2024-07-11,C0000149,82.77,0.4817,2024-07-13
450059976,2023-04-01,C0000284,48.15,0.2715,2023-04-03
450059988,2024-08-30,C0000151,53.04,0.3055,2024-09-01
450059992,2023-01-19,C0000295,96.08,0.7033,2023-01-20
450060031,2025-05-13,C0000005,89.21,0.4121,2025-05-15
450060037,2023-02-03,C0000073,18.64,0.1163,2023-02-04
450060040,2023-10-22,C0000045,144.51,0.7457,2023-10-23
450060041,2023-03-14,C0000016,20.55,0.0962,2023-03-17
450060085,2023-12-04,C0000253,124.59,0.6952,2023-12-06
450060095,2025-01-21,C0000152,128.66,0.7102,2025-01-23
450060099,2024-10-03,C0000186,46.81,0.2893,2024-10-05
450060120,2024-02-27,C0000104,94.45,0.6800,2024-02-29
450060128,2024-11-21,C0000197,70.07,0.7379,2024-11-23
450060146,2025-02-19,C0000284,117.75,0.7065,2025-02-21
450060184,2025-05-20,C0000262,46.07,0.6811,2025-05-22
450060191,2024-11-08,C0000164,28.65,0.4993,2024-11-10
450060192,2024-12-09,C0000006,7.33,0.0352,2024-12-10
450060213,2023-10-27,C0000284,3.03,0.0215,2023-10-28
450060236,2024-08-13,C0000232,42.91,0.2652,2024-08-16
450060274,2023-03-24,C0000062,96.56,0.5794,2023-03-26
450060281,2023-08-10,C0000260,111.79,0.6037,2023-08-12
450060302,2024-07-28,C0000224,77.22,0.5282,2024-07-29
450060310,2025-02-21,C0000285,23.84,0.1187,2025-02-23
450060323,2023-05-04,C0000006,22.53,0.1568,2023-05-06
450060358,2023-12-01,C0000169,141.17,0.8386,2023-12-02
450060368,2025-01-28,C0000262,47.39,0.3270,2025-01-31
450060371,2024-10-21,C0000205,32.68,0.2255,2024-10-23
450060374,2023-09-25,C0000028,136.13,0.8249,2023-09-26
450060389,2023-08-07,C0000269,102.83,0.5059,2023-08-08
450060416,2024-05-28,C0000273,97.55,0.5795,2024-05-29
450060471,2024-06-16,C0000141,131.46,0.8124,2024-06-22
450060491,2023-12-28,C0000262,87.80,0.3793,2023-12-30
450060514,2024-06-10,C0000107,3.11,0.0173,2024-06-17
450060549,2024-01-26,C0000158,44.91,0.3072,2024-01-27
450060550,2024-05-12,C0000273,50.76,0.3198,2024-05-15
450060569,2023-02-22,C0000174,88.02,0.5440,2023-02-23
450060573,2023-01-21,C0000271,39.70,0.2215,2023-01-23
450060574,2024-04-19,C0000260,82.50,0.6435,2024-04-21
450060600,2023-01-27,C0000035,130.48,1.0177,2023-01-28
450060609,2024-05-28,C0000056,102.88,0.5741,2024-05-30
450060668,2024-01-05,C0000037,103.13,0.6992,2024-01-06
450060711,2025-01-09,C0000266,29.32,0.2181,2025-01-10
450060713,2023-11-11,C0000162,99.90,0.7073,2023-11-12
450060718,2024-07-03,C0000193,68.31,0.3279,2024-07-05
450060751,2025-04-16,C0000146,60.04,0.3602,2025-04-26
450060770,2023-12-10,C0000280,52.88,0.3078,2023-12-11
450060773,2023-06-22,C0000257,45.67,0.2357,2023-06-23
450060774,2024-05-10,C0000204,87.90,0.5643,2024-05-12
450060778,2025-04-15,C0000125,41.61,0.2172,2025-04-17
450060796,2024-06-19,C0000270,36.96,0.4788,2024-06-20
450060847,2023-03-26,C0000080,76.51,0.9768,2023-03-27
450060854,2024-07-21,C0000133,70.61,0.4914,2024-07-23
450060855,2025-03-06,C0000285,68.69,0.3173,2025-03-08
450060882,2024-03-07,C0000277,2.68,0.0175,2024-03-09
450060908,2023-05-23,C0000063,110.96,0.6524,2023-05-24
450060920,2023-05-17,C0000274,104.86,0.6291,2023-05-18
450060969,2024-12-07,C0000111,65.91,0.4904,2024-12-08
450061005,2023-11-22,C0000177,31.63,0.4039,2023-11-24
450061020,2024-02-23,C0000124,49.07,0.2591,2024-02-25
450061094,2024-08-04,C0000217,63.22,0.4324,2024-08-05
450061097,2025-01-01,C0000182,25.84,0.1225,2025-01-02
450061155,2025-02-24,C0000117,132.86,1.0045,2025-02-25
450061183,2024-09-09,C0000175,4.98,0.0215,2024-09-12
450061186,2023-06-01,C0000293,142.27,0.6061,2023-06-02
450061192,2023-01-03,C0000165,152.10,0.6571,2023-01-05
450061222,2023-06-08,C0000233,4.40,0.0264,2023-06-09
450061250,2025-04-10,C0000073,15.25,0.1610,2025-04-11
450061258,2024-03-21,C0000257,42.31,0.1802,2024-03-22
450061270,2023-03-09,C0000219,141.12,0.6435,2023-03-11
450061281,2023-11-17,C0000275,102.14,0.7232,2023-11-18
450061284,2023-03-14,C0000182,141.64,0.7309,2023-03-16
450061314,2024-04-13,C0000042,11.24,0.0587,2024-04-15
450061340,2024-05-23,C0000059,8.49,0.0657,2024-05-25
450061358,2025-06-20,C0000105,121.28,0.7204,2025-06-22
450061362,2024-11-29,C0000059,51.28,0.2246,2024-12-01
450061370,2024-02-07,C0000289,31.22,0.1592,2024-02-08
450061386,2025-01-22,C0000148,46.44,0.2954,2025-01-24
450061419,2024-12-24,C0000289,0.76,0.0097,2024-12-26
450061427,2024-03-30,C0000183,118.88,0.6990,2024-03-31
450061431,2024-06-08,C0000088,57.21,0.6024,2024-06-10
450061444,2023-07-23,C0000252,112.13,0.4978,2023-07-25
450061459,2024-05-03,C0000272,71.60,0.5113,2024-05-04
450061466,2023-02-05,C0000244,114.04,0.7321,2023-02-07
450061481,2025-01-11,C0000300,84.12,0.5956,2025-01-12
450061484,2025-06-20,C0000088,2.98,0.0231,2025-06-22
450061544,2024-06-25,C0000091,99.79,0.4910,2024-06-27
450061545,2023-12-22,C0000013,84.85,0.6568,2023-12-23
450061585,2023-02-25,C0000198,21.20,0.3419,2023-02-28
450061596,2023-05-31,C0000012,119.43,0.6879,2023-06-02
450061603,2025-02-02,C0000145,63.05,0.4501,2025-02-03
450061610,2023-05-02,C0000032,36.35,0.1854,2023-05-06
450061612,2024-01-13,C0000150,6.99,0.0524,2024-01-14
450061645,2023-12-15,C0000115,136.68,0.8939,2023-12-16
450061646,2025-03-15,C0000255,50.56,0.2609,2025-03-16
450061650,2024-04-21,C0000148,90.02,0.6697,2024-04-23
450061653,2024-01-19,C0000127,101.18,0.6556,2024-01-20
450061666,2024-06-09,C0000110,11.44,0.0652,2024-06-11
450061696,2024-07-24,C0000008,145.99,0.6832,2024-07-26
450061717,2023-06-24,C0000262,155.33,1.1929,2023-06-26
450061726,2025-03-19,C0000151,130.29,0.8287,2025-03-20
450061760,2023-11-08,C0000204,71.39,0.5483,2023-11-10
450061762,2023-01-25,C0000134,14.92,0.2068,2023-01-27
450061775,2023-11-16,C0000298,36.16,0.2516,2023-11-18
450061795,2024-10-13,C0000182,124.72,0.7857,2024-10-14
450061798,2023-09-26,C0000181,40.59,0.3044,2023-09-27
450061805,2025-04-14,C0000169,99.26,0.4645,2025-04-16
450061819,2024-05-19,C0000260,36.69,0.1761,2024-05-20
450061830,2023-04-18,C0000060,20.45,0.1313,2023-04-19
450061837,2024-02-15,C0000283,105.58,0.6841,2024-02-16
450061892,2024-06-06,C0000160,61.03,0.3698,2024-06-07
450061907,2023-04-04,C0000030,98.54,0.5085,2023-04-06
450061910,2023-01-03,C0000007,47.59,0.2256,2023-01-05
450061913,2023-06-27,C0000158,84.17,0.4899,2023-06-29
450061920,2024-07-09,C0000026,13.87,0.1032,2024-07-11
450061957,2024-09-03,C0000194,75.50,0.4666,2024-09-05
450061958,2024-11-26,C0000204,42.69,0.2920,2024-11-27
450061967,2025-04-09,C0000044,46.82,0.2247,2025-04-11
450061979,2024-04-05,C0000262,55.61,0.2469,2024-04-06
450061994,2024-03-03,C0000298,58.24,0.3704,2024-03-04
450061997,2023-04-22,C0000139,42.75,0.2078,2023-04-24
450062021,2024-10-11,C0000005,27.96,0.1543,2024-10-12
450062032,2024-07-26,C0000081,77.79,0.5787,2024-07-28
450062057,2024-11-21,C0000133,102.37,0.7985,2024-11-22
450062062,2023-11-22,C0000070,85.85,0.5460,2023-11-24
450062072,2024-08-03,C0000173,29.17,0.2065,2024-08-04
450062074,2024-06-18,C0000217,49.21,0.6218,2024-06-19
450062121,2025-05-25,C0000045,127.26,0.8170,2025-05-27
450062144,2023-08-18,C0000035,34.04,0.2206,2023-08-20
450062181,2025-01-07,C0000178,26.30,0.2257,2025-01-09
